Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Dự án Golden Point Đồng Hòa, Đường Bùi Viện, Phường Đồng Hòa, Kiến An, Hải Phòng",67.5,,,,,4,4,4,Have certificate,,4.5
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180,9,15,,,3,,,Have certificate,,10
"Phường Bồ Đề, Quận Long Biên, Hà Nội",45,,,,,5,3,4,Have certificate,Full,5.7
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180,9,,Bắc,Đông - Bắc,3,5,6,Have certificate,,9.7
"Đường Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội",46.5,5,,,,3,3,,,,2.8
"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",68,4,5,,,1,3,3,Have certificate,,2.8
"Dự án Vincom Shophouse Royal Park Quảng Trị, Thành phố Đông Hà, Quảng Trị",120,,,,,,,,Have certificate,,7
"Đường 826C, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",40,,,Đông,Đông,2,2,2,Have certificate,,1.38
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",120,,,,,5,,,Have certificate,,8
"Dự án Palm Manor Việt Trì, Đường Lạc Long Quân, Phường Minh Nông, Việt Trì, Phú Thọ.",98,7,27,Nam,Đông - Nam,,,,Sale contract,Basic,6.9
"Dự án The Larita, Xã Mỹ Yên, Bến Lức, Long An",80,,12,Tây,Tây,3,4,4,Have certificate,Full,1.5
"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",32,,,,,5,3,4,Have certificate,Full,5.7
"Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",75,8,3,Đông - Nam,,1,3,1,Have certificate,Full,2.35
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90,6,30,Tây - Nam,Tây - Nam,3,3,4,Have certificate,,5.8
"Đường Phạm Hùng, Phường 9, Quận 8, Hồ Chí Minh",86,4,3,,,2,8,2,,,7.6
"Dự án The Pearl Riverside, Bến Lức, Long An",70,,,,,,4,4,Have certificate,,2.7
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",120,5,,,,5,,,Have certificate,,10
"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",41.8,,,,,3,3,,,,2.85
"Đường Lê Duẩn, Phường Tân Chính, Thanh Khê, Đà Nẵng",48.6,,,,,,2,2,,,2.95
"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",56,,7,Đông,,3,3,3,,,4.65
"Đường Hồ Tương, Phường An Khê, Thanh Khê, Đà Nẵng",32,,15,,,3,3,4,,,3.6
"Xã Bình Minh, Trảng Bom, Đồng Nai",272,,,,,,4,5,,,4.5
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",42,5.6,3,Đông,Đông,5,3,4,Have certificate,Basic,8.5
"Dự án Green Dragon City, Phường Cẩm Trung, Cẩm Phả, Quảng Ninh",114,6,36,Nam,Nam,5,,,Have certificate,,8.5
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",53,,5,Tây - Bắc,,2,4,3,Have certificate,,4.35
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",33,3.3,3.5,,,4,4,4,Have certificate,,5.4
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",68,4,13,Tây - Nam,Tây - Bắc,,,,Sale contract,,8.5
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",40,4.25,3,Tây - Nam,Tây - Nam,5,4,4,Have certificate,Full,6.3
"Dự án KDC Bình Hưng, Đường Quốc Lộ 50, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",72,,10,,,3,4,4,Have certificate,,8.35
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40,,6,,,1,2,2,Have certificate,Full,2.35
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",20,,,,,3,2,2,Have certificate,Full,2.8
"Ngõ 271, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",91,5,,,,,,,Sale contract,,3.5
"Đường Lạc Thị, Xã Ngọc Hồi, Thanh Trì, Hà Nội",45,4,5,Đông - Nam,,5,,,,,4.5
"Đường 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",52,4.5,8,Bắc,Bắc,4,4,3,Have certificate,Basic,7.2
"Phường Yên Nghĩa, Hà Đông, Hà Nội",34,,,,,4,3,4,Have certificate,Full,2.95
"Đường Lê Thạch, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng",112.5,5,7.5,,,3,5,3,Have certificate,Full,4.9
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",225,12,,Đông - Nam,Đông - Nam,2,4,3,Sale contract,,9
"Xã Phụng Châu, Chương Mỹ, Hà Nội",34,4.25,3,Bắc,Bắc,3,3,3,Have certificate,Basic,2.1
"Đường Trịnh Như Khuê, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",98.4,,12,Tây - Bắc,Tây - Bắc,1,3,2,Have certificate,Full,1.19
"Phố Tôn Đức Thắng, Phường Văn Chương, Đống Đa, Hà Nội",20,3.6,15,Đông - Nam,Đông - Nam,4,3,,Have certificate,Basic,3.6
"Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",26.4,4,,Tây - Bắc,,3,2,1,,,3.85
"Dự án Khu đô thị Xuân Hưng, Đường CSEDP, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa",75,5,7.5,,,4,,,Have certificate,,4.35
"551/263, Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",60,5,9,Đông - Nam,,3,4,5,Have certificate,,5.6
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",51,4.2,12,Tây - Nam,Tây - Nam,2,3,4,Have certificate,Basic,6
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",35,,,,,3,,,Have certificate,,5.65
"Tổ 9, Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",34,8.1,,,,5,4,4,Have certificate,,8
"Xã Đông La, Hoài Đức, Hà Nội",40,3.7,4,Đông - Nam,Đông - Nam,6,4,4,Have certificate,Basic,3.25
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",55,,,,,6,8,6,Have certificate,Full,7.6
"Dự án PiCity Sky Park, Đường Bình Đường, Phường An Bình, Dĩ An, Bình Dương",120,,,,,2,4,2,Have certificate,Basic,7.9
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",56,,13,,,5,,,,,7.6
"Dự án Cozy House Bình Dương, Đường Bình Chuẩn 36, Phường Bình Chuẩn, Thuận An, Bình Dương",60,6,5,,,3,3,2,Have certificate,Basic,2.95
"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",60,4.5,6,,,4,4,4,Have certificate,Basic,6.5
"Xã Đông La, Huyện Hoài Đức, Hà Nội",40,,,,,4,4,4,Have certificate,Basic,2.5
"Dự án The Oasis, Phường An Phú, Thuận An, Bình Dương",100,,20,Bắc,,3,4,3,Have certificate,Full,5.5
"Đường Tỉnh Lộ 422B, Xã Vân Canh, Hoài Đức, Hà Nội",30,3.4,4,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,4.1
"Đường Vĩnh Khánh, Phường 10, Quận 4, Hồ Chí Minh",11,3,,,,3,2,2,Have certificate,Full,1.85
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",110,4.4,7,,,2,2,2,Have certificate,,5
"Dự án Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135,,,,,3,,,,,7.55
"22/30, Đường 21, Phường 8, Gò Vấp, Hồ Chí Minh",54,,5,,,4,4,4,,,5.7
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",40,,,,,4,4,4,Have certificate,Basic,1.95
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",58.3,,12,Tây,Tây,3,4,5,Have certificate,Full,5.5
"86, Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",53,3.6,5,,,4,3,4,Have certificate,Basic,6.5
"Phường Thổ Quan, Đống Đa, Hà Nội",27,4.6,,,,6,,,,,7.5
"Đường Số 9, Phường 9, Gò Vấp, Hồ Chí Minh",30,,8,,,2,2,2,,,3.75
"Phường 7, Quận 8, Hồ Chí Minh",101,9,,,,1,,,,,4.8
"Hẻm 47/, Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",20,,,,,2,2,2,Have certificate,Full,3.45
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",72,,,,,5,4,4,Have certificate,,9.5
"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên.",100,5,,,,,,,Have certificate,,3.3
"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",160,8,13,Đông - Nam,Tây - Bắc,2,4,4,Sale contract,,4.55
"Dự án Lavela Garden, Đường Bình Chuẩn 69, Phường Bình Chuẩn, Thuận An, Bình Dương",62,,22,Nam,Nam,2,3,3,Have certificate,Basic,2.8
"Đường 16, Xã Long Điền, Long Điền, Bà Rịa Vũng Tàu",65,6,4,Bắc,,1,2,1,Have certificate,Basic,1.65
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",48,,4,Tây - Nam,,4,3,4,Have certificate,Full,6.2
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",30.6,3,,,,,,,Have certificate,Full,6.5
"Xã Đại Thành, Quốc Oai, Hà Nội",45,4.3,5,Nam,Nam,3,3,3,Have certificate,Full,2.65
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",40,,4,Đông - Nam,,4,4,3,Have certificate,Full,5.6
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",24.3,2.38,,,,,,,Have certificate,,7.2
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",65,,,,,3,4,4,Have certificate,,10
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai.",84,4.3,8,,,2,3,2,Have certificate,Full,2.45
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135,9,12,,,3,,,,,7.55
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",31,3.6,3,Tây - Bắc,Tây - Bắc,5,4,3,Have certificate,Basic,4.55
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",38.1,8,,,,,,,Have certificate,,5.5
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",60,6,3.5,Tây - Nam,,4,4,4,Have certificate,Basic,8
"Đường Cầu Tó, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35,,,,,5,,,Have certificate,,2.85
"Đường Dương Công Khi, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",177,6.1,,,,2,3,4,Have certificate,Basic,5.46
"Đường Hùng Vương, Xã Vĩnh Thanh, Nhơn Trạch, Đồng Nai",100,6,,,,2,2,1,Have certificate,Full,2.7
"Phường Phúc Đồng, Long Biên, Hà Nội",45,,,,,5,4,,,Full,4.45
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",84,7,10,Tây - Bắc,Tây - Bắc,3,8,6,Have certificate,,6.5
"Phường An Phú, Quận 2, Hồ Chí Minh",80,,6,,,3,5,5,Have certificate,Basic,6.9
"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",52,,,,,,1,1,Sale contract,,7
"Phường Phước Bình, Quận 9, Hồ Chí Minh",70,,,,,4,5,,Have certificate,,7.5
"Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",58,,,,,3,3,3,Have certificate,Full,6.39
"Xã Kim Nỗ, Đông Anh, Hà Nội",67,,3,Đông,Đông,3,3,3,Have certificate,Full,4.5
"Phường Thạch Bàn, Long Biên, Hà Nội",60,,,,,4,4,,Have certificate,Basic,4.5
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",64,,,,,,,,,,8.3
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90,,,,,,,,,,3.3
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52,,,,,3,4,,,,5.3
"Phường Phú Lương, Hà Đông, Hà Nội",38,,3,Tây - Bắc,,4,5,4,,Full,4.35
"Phường Yên Nghĩa, Hà Đông, Hà Nội",41,,,,,4,5,3,Have certificate,,3.6
"386/24A Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",124,,,,,,4,2,,,6.3
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92.5,6,6,Đông - Bắc,,3,3,4,Have certificate,,6.95
"Đường Kinh Dương Vương, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",94,5.7,4,,,,,,Have certificate,,4.8
"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",45.5,3.7,,,,3,3,3,,Full,3.25
"Ngõ 298, Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội",35,4,5,Đông,Đông,4,4,3,Have certificate,Basic,6.5
"Phường Biên Giang, Hà Đông, Hà Nội",35,,,,,4,3,3,Have certificate,Basic,2.5
"Xuân Thiều 25, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",85,6.08,4,Đông - Nam,,2,3,2,Have certificate,Basic,2.55
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60,4,13,Đông - Nam,Đông - Nam,5,5,5,Have certificate,Full,8.6
"Đường 182, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",71,,4,,,2,2,2,Have certificate,Basic,4.9
"Phường Quan Hoa, Cầu Giấy, Hà Nội",43,3.6,4,,,4,2,3,Have certificate,Basic,8.65
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",39,4.6,,,,4,3,,Have certificate,,10
"Đường 53, Phường 14, Gò Vấp, Hồ Chí Minh",64,5,10,Bắc,Bắc,4,4,5,Have certificate,,8
"Số 22 Đường Số 1, Xã Bình An, Thủ Thừa, Long An",100,,6,Tây - Nam,Tây - Nam,,,,Have certificate,,1.7
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",88.6,,,,,3,3,4,Have certificate,,9.5
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",24,4,3,,,4,2,3,Have certificate,Full,4.28
"95 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40,4,,,,,,,Have certificate,Basic,7
"Xã Mai Lâm, Đông Anh, Hà Nội",52,5,,,,4,3,,,,4.2
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92,5,6,Tây - Nam,,3,4,4,Have certificate,,6.95
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90,6,30,Đông - Nam,Đông - Nam,3,4,4,Have certificate,,5.95
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",102.6,7,3,Đông,Đông,1,2,2,Have certificate,Full,5.6
"Đường Khánh An 9, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",150,7.5,5.5,Tây - Nam,,3,4,4,Have certificate,Full,5
"Phường 13, Phú Nhuận, Hồ Chí Minh",62,4.3,,,,5,5,,Have certificate,Full,8.9
"Dự án Vinhomes Star City, Đường Lê Lợi, Phường Đông Hải, Thanh Hóa, Thanh Hóa.",180,,,,,,,,Have certificate,,10
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",198.5,9,10,Đông - Nam,Đông - Nam,2,4,3,Have certificate,Full,8
"Dự án Vinhomes Star City, Đường Lê Lợi, Phường Đông Hải, Thanh Hóa, Thanh Hóa.",150,10,,,,5,,,Have certificate,,10
"Chúc Sơn, Chương Mỹ, Hà Nội",31,,,,,3,3,3,Have certificate,Full,2.48
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60,4,8,Tây - Bắc,,3,4,5,Have certificate,,7.45
"Ngõ 121.48, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",56,6,,,,4,4,4,Have certificate,Full,7.15
"Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",54,4.85,2,,,2,3,2,Have certificate,Basic,7.5
"Ngõ 291, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",30,3.25,,,,5,3,4,Have certificate,,4.25
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",78.5,,,Tây - Bắc,,4,,,,,4.9
"Dự án Centa City Hải Phòng, Đường 359, Xã Dương Quan, Thủy Nguyên, Hải Phòng",75,5,12,Nam,Nam,3,4,4,Have certificate,,4.25
"Dự án PiCity Sky Park, Đường Bình Đường, Phường An Bình, Dĩ An, Bình Dương",108,,,,,,,,Have certificate,,7.7
"Đường Thân Nhân Trung, Phường 13, Tân Bình, Hồ Chí Minh",59,5,5,,,3,9,9,Have certificate,Basic,6
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",100,,,,,,,,Have certificate,Full,7
"Dự án Vinpearl Phú Quốc, Xã Gành Dầu, Phú Quốc, Kiên Giang",400,,,,,2,2,,,Full,8
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",58,4,4,,,,5,5,Have certificate,Full,6.2
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",32,,,,,5,3,,Have certificate,Full,5.5
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",30,3.8,2,Tây,Tây,5,3,3,Have certificate,,4.6
"Đường Ấp 6, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",40,,,,,1,2,2,Have certificate,,1.3
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",37,,,,,5,3,4,Have certificate,Full,7.3
"The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",75,6,,Đông - Nam,,5,,,Sale contract,,10
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60,4,13,Tây - Bắc,Tây - Bắc,5,7,4,Have certificate,Basic,8.6
"Dự án Uni-town, Đường An Dương Vương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",100,36,36,Đông - Nam,Đông - Nam,3,4,2,Have certificate,,5
"Đường Hồ Học Lãm, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",127,4.5,,,,2,3,2,Have certificate,Full,8.45
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",48,4,,,,3,4,3,Have certificate,Full,5
"Dự án Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",90.8,6,16,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Full,8.5
"Đường Trương Định, Phường Minh Khai, Hai Bà Trưng, Hà Nội",39,4.5,50,,,6,3,4,Have certificate,Basic,7.5
"Đường Trần Thị Trọng, Phường 15, Tân Bình, Hồ Chí Minh",54,,,,,2,,,,,4.1
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40,3.4,,,,4,4,5,,,8.15
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",35,3.6,4,,,3,3,2,Have certificate,Full,3.75
"Đường Tôn Đản, Phường Hòa An, Cẩm Lệ, Đà Nẵng",80,4,3.5,,,2,2,,Have certificate,,2.5
"Hẻm 1234, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",98.7,6,3,Đông - Nam,Đông - Nam,2,7,4,Have certificate,Basic,5.2
"Dự án Long Việt Riverside, Đường Võ Văn Kiệt, Thị trấn Quang Minh, Mê Linh, Hà Nội",70,5,11.5,,,4,,,,,5.6
"Đường Quốc Lộ 50, Thị trấn Cần Giuộc, Cần Giuộc, Long An",75,5,30,,,2,3,2,Have certificate,Full,1.68
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",105,6,13,Đông - Nam,Đông - Nam,,,,Have certificate,,9.8
"76/10/24 Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",54,3.8,4,Tây,Tây,2,2,2,Have certificate,Full,5.65
"Phố Đồng Nhân, Xã Đông La, Hoài Đức, Hà Nội",36,4,5,Đông - Bắc,Tây - Nam,3,3,3,Have certificate,Full,3
"Đường Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Hồ Chí Minh",70,5,,,,5,7,8,Have certificate,,6.9
"Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",60,,,,,3,4,4,,,3.7
"Đường Đê La Thành, Phường Ngọc Khánh, Ba Đình, Hà Nội",32,,12,,,5,5,5,Have certificate,Basic,9.5
"Đường Số 12, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",60,4,5,Đông - Nam,,3,4,3,Have certificate,Full,5.2
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",33,3.3,2,Đông - Nam,,5,3,3,Have certificate,Full,7.5
"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",49.5,4.5,4.3,Tây - Nam,,3,2,2,Have certificate,Full,4.15
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",33,4.5,2.5,,,5,3,4,Have certificate,,3.65
"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",105,7,15,Đông,Đông,4,6,4,Have certificate,Basic,6.7
"Dự án Khu đô thị Xuân Hưng, Đường CSEDP, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa",60,5,7.5,Nam,Nam,4,,,Have certificate,,3.16
"Dự án Vlasta Sầm Sơn, Xã Quảng Hùng, Sầm Sơn, Thanh Hóa",83,5,20.5,Đông - Bắc,Đông - Bắc,4,,,Have certificate,,6
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151,,,,,2,2,3,Have certificate,Basic,5.7
"Đường 1A, Phường An Lạc A, Bình Tân, Hồ Chí Minh",68,4.5,,,,3,4,4,Have certificate,,6.7
"Số 5 ngõ 7, Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",41.5,6,,,,5,,,,,4.9
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",56,4,13,Tây - Bắc,Tây - Bắc,5,7,4,,Basic,7.5
"Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",66,6,8,,,,5,4,Have certificate,Full,9.9
"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",36,4,,,,3,4,3,Have certificate,,3.5
"Phường Phúc Xá, Ba Đình, Hà Nội",40,,,,,4,4,,Have certificate,Basic,8.5
"Dự án Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",120,,26,,,3,,,Have certificate,,7.54
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",45,,3,,,4,5,4,Have certificate,Basic,6
"Dự án Vinpearl Phú Quốc, Thành phố Phú Quốc, Kiên Giang",360,,,,,1,2,2,Sale contract,Basic,8.9
"Dự án Izumi City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",123,11,60,,,3,,,,,5.7
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",40,4.4,,,,4,3,3,Have certificate,Basic,9.9
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78,6,13,Đông - Nam,Đông - Nam,5,9,8,Sale contract,,9.45
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78,6,13,Tây - Nam,Tây - Nam,5,8,4,,,9.29
"Dự án The Oasis, Phường An Phú, Thuận An, Bình Dương",129.5,,,,,2,,,,,5.1
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",33,4,4,Nam,Nam,5,4,4,Have certificate,Full,5
"Đường 1, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",75,5,8,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,2.25
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",34,5,2,,,5,3,4,Have certificate,,5.95
"Ngõ 124, Đường Do Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",45,3.5,7,Đông - Nam,Đông - Nam,4,5,4,,Full,4.5
